<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.05.08	13:15:00	88230	88245	88087	88166	8103	28702	1
2018.05.08	13:20:00	88161	88214	88118	88177	3856	13141	1
2018.05.08	13:25:00	88177	88235	88124	88161	3854	13107	1
2018.05.08	13:30:00	88155	88288	88129	88245	5534	19826	1
2018.05.08	13:35:00	88245	88256	88166	88230	5129	18466	1
2018.05.08	13:40:00	88230	88256	88155	88224	3755	12476	1
2018.05.08	13:45:00	88230	88240	87992	88018	8159	27656	1
2018.05.08	13:50:00	88018	88161	88013	88081	6078	21129	1
2018.05.08	13:55:00	88081	88087	87896	87960	8814	30860	1
2018.05.08	14:00:00	87965	88087	87928	88039	5509	19825	1
2018.05.08	14:05:00	88039	88134	88029	88103	4444	15043	1
2018.05.08	14:10:00	88108	88182	88060	88140	5366	18855	1
2018.05.08	14:15:00	88145	88203	88097	88187	4027	15005	1
2018.05.08	14:20:00	88187	88499	88187	88452	12126	47934	1
2018.05.08	14:25:00	88446	88579	88436	88568	8195	30655	1
2018.05.08	14:30:00	88568	88631	88504	88589	8865	31842	1
2018.05.08	14:35:00	88589	88600	88378	88425	8231	29070	1
2018.05.08	14:40:00	88420	88573	88356	88563	6968	24360	1
2018.05.08	14:45:00	88557	88732	88520	88594	9637	34700	1
2018.05.08	14:50:00	88594	88658	88542	88542	4573	15927	1
2018.05.08	14:55:00	88547	88594	88436	88489	6143	20344	1
2018.05.08	15:00:00	88489	88552	88372	88457	5690	19443	1
2018.05.08	15:05:00	88462	88494	88367	88457	4978	17922	1
2018.05.08	15:10:00	88452	88547	88356	88489	6835	22401	1
2018.05.08	15:15:00	88483	88626	88415	88515	9702	31890	1
2018.05.08	15:20:00	88510	88668	88415	88637	10331	36045	1
2018.05.08	15:25:00	88642	88690	88362	88409	10673	37862	1
2018.05.08	15:30:00	88409	88441	88330	88372	7409	27010	1
2018.05.08	15:35:00	88367	88494	88267	88298	8630	31059	1
2018.05.08	15:40:00	88298	88325	88150	88272	10039	36188	1
2018.05.08	15:45:00	88267	88430	88261	88404	7105	24467	1
2018.05.08	15:50:00	88404	88441	88288	88325	6111	20536	1
2018.05.08	15:55:00	88330	88346	88261	88293	4692	16462	1
2018.05.08	16:00:00	88293	88362	88214	88351	5707	19676	1
2018.05.08	16:05:00	88346	88420	88319	88356	4524	14926	1
2018.05.08	16:10:00	88356	88478	88330	88436	4618	16802	1
2018.05.08	16:15:00	88436	88452	88351	88372	3462	12038	1
2018.05.08	16:20:00	88378	88452	88356	88425	3544	12475	1
2018.05.08	16:25:00	88425	88462	88404	88436	2139	7564	1
2018.05.08	16:30:00	88436	88573	88420	88467	6336	22323	1
2018.05.08	16:35:00	88467	88547	88436	88526	3910	15107	1
2018.05.08	16:40:00	88526	88563	88441	88446	3116	11129	1
2018.05.08	16:45:00	88446	88452	88330	88351	5018	18623	1
2018.05.08	16:50:00	88351	88457	88351	88436	3657	13568	1
2018.05.08	16:55:00	88430	88441	88224	88245	7259	29435	1
2018.05.08	17:00:00	88251	88309	88182	88261	6238	26974	1
2018.05.08	17:05:00	88267	88420	88235	88399	4096	15864	1
2018.05.08	17:10:00	88404	88467	88362	88430	2916	11980	1
2018.05.08	17:15:00	88430	88436	88393	88415	1170	4873	1
2018.05.08	17:20:00	88415	88420	88372	88404	1249	5041	1
2018.05.08	17:25:00	88404	88409	88356	88393	1171	5160	1
2018.05.08	17:30:00	88393	88489	88388	88441	1866	8837	1
2018.05.08	17:35:00	88441	88515	88436	88489	1205	5197	1
2018.05.08	17:40:00	88499	88605	88494	88579	1687	7640	1
2018.05.08	17:45:00	88579	88637	88547	88626	1695	6951	1
2018.05.08	17:50:00	88631	88642	88557	88557	1801	9263	1
2018.05.09	09:00:00	88891	89007	88795	88896	8216	29364	1
2018.05.09	09:05:00	88896	88975	88838	88928	7215	23341	1
2018.05.09	09:10:00	88922	88922	88668	88721	12347	39321	1
2018.05.09	09:15:00	88727	88774	88610	88700	9888	28945	1
2018.05.09	09:20:00	88705	88737	88494	88552	12709	39430	1
2018.05.09	09:25:00	88547	88663	88515	88579	7212	21453	1
2018.05.09	09:30:00	88579	88769	88573	88668	8621	25072	1
2018.05.09	09:35:00	88674	88732	88647	88663	4566	13306	1
2018.05.09	09:40:00	88663	88695	88584	88631	7200	20380	1
2018.05.09	09:45:00	88631	88711	88584	88584	5875	17575	1
2018.05.09	09:50:00	88589	88674	88584	88663	3656	10979	1
2018.05.09	09:55:00	88663	88764	88579	88663	7867	22517	1
2018.05.09	10:00:00	88663	88663	88531	88584	9927	30705	1
2018.05.09	10:05:00	88584	88695	88489	88616	13978	43828	1
2018.05.09	10:10:00	88610	88679	88420	88557	13577	41819	1
2018.05.09	10:15:00	88557	88573	88478	88552	6640	20612	1
2018.05.09	10:20:00	88552	88605	88187	88282	18669	60215	1
2018.05.09	10:25:00	88282	88314	88087	88267	17205	54779	1
2018.05.09	10:30:00	88267	88362	87992	88293	23361	78839	1
2018.05.09	10:35:00	88293	88372	88155	88198	12966	45207	1
2018.05.09	10:40:00	88198	88409	88171	88362	9262	32261	1
2018.05.09	10:45:00	88362	88452	88293	88436	9748	34706	1
2018.05.09	10:50:00	88436	88478	88362	88436	9352	31846	1
2018.05.09	10:55:00	88430	88467	88288	88298	7689	25937	1
2018.05.09	11:00:00	88293	88420	88267	88362	9444	31963	1
2018.05.09	11:05:00	88367	88499	88330	88489	9040	31626	1
2018.05.09	11:10:00	88489	88653	88404	88605	11359	42503	1
2018.05.09	11:15:00	88600	88679	88563	88637	7254	26687	1
2018.05.09	11:20:00	88631	88716	88610	88690	6129	23552	1
2018.05.09	11:25:00	88695	88721	88594	88626	6395	23873	1
2018.05.09	11:30:00	88626	88774	88568	88679	14387	52885	1
2018.05.09	11:35:00	88679	88906	88674	88806	12705	51886	1
2018.05.09	11:40:00	88795	88928	88795	88864	8184	31343	1
2018.05.09	11:45:00	88859	88885	88748	88806	6681	25375	1
2018.05.09	11:50:00	88811	88827	88552	88584	10800	40797	1
2018.05.09	11:55:00	88579	88589	88388	88388	11693	47720	1
2018.05.09	12:00:00	88388	88489	88356	88436	9118	36274	1
2018.05.09	12:05:00	88436	88563	88367	88536	9014	35548	1
2018.05.09	12:10:00	88536	88637	88504	88600	6894	24654	1
2018.05.09	12:15:00	88600	88626	88547	88579	4439	16033	1
2018.05.09	12:20:00	88584	88758	88536	88690	8855	33494	1
2018.05.09	12:25:00	88700	88779	88663	88758	4573	18280	1
2018.05.09	12:30:00	88753	88827	88716	88806	5097	22118	1
2018.05.09	12:35:00	88811	88891	88779	88816	6348	24394	1
2018.05.09	12:40:00	88811	88965	88801	88965	7521	29672	1
2018.05.09	12:45:00	88959	89065	88891	89060	8630	33651	1
2018.05.09	12:50:00	89054	89065	88949	88975	4931	19429	1
2018.05.09	12:55:00	88975	89054	88965	89012	4372	19919	1
2018.05.09	13:00:00	89012	89102	89002	89039	6062	25595	1
2018.05.09	13:05:00	89039	89176	89023	89171	5815	24448	1
2018.05.09	13:10:00	89165	89351	89081	89292	13666	52703	1
2018.05.09	13:15:00	89287	89308	89229	89298	4353	18382	1
2018.05.09	13:20:00	89298	89456	89271	89382	8499	34312	1
2018.05.09	13:25:00	89382	89525	89377	89488	6327	26379	1
2018.05.09	13:30:00	89488	89504	89366	89398	5595	21943	1
2018.05.09	13:35:00	89403	89425	89319	89329	4210	15126	1
2018.05.09	13:40:00	89329	89409	89298	89345	5322	20287	1
2018.05.09	13:45:00	89345	89462	89314	89462	6656	25723	1
2018.05.09	13:50:00	89462	89477	89361	89388	4345	17106	1
2018.05.09	13:55:00	89393	89409	89282	89340	5355	21045	1
2018.05.09	14:00:00	89345	89409	89319	89335	3996	15833	1
2018.05.09	14:05:00	89335	89377	89229	89298	6562	24972	1
2018.05.09	14:10:00	89298	89377	89261	89319	5399	22360	1
2018.05.09	14:15:00	89324	89361	89261	89303	4427	17285	1
2018.05.09	14:20:00	89303	89366	89298	89340	2760	11249	1
2018.05.09	14:25:00	89345	89425	89329	89388	6135	25447	1
2018.05.09	14:30:00	89382	89451	89377	89425	4892	20266	1
2018.05.09	14:35:00	89425	89462	89388	89462	3394	14716	1
2018.05.09	14:40:00	89451	89599	89451	89536	8446	36397	1
2018.05.09	14:45:00	89536	89552	89425	89435	5986	21994	1
2018.05.09	14:50:00	89435	89504	89403	89467	5225	23041	1
2018.05.09	14:55:00	89467	89483	89393	89403	3561	15165	1
2018.05.09	15:00:00	89409	89462	89324	89361	6268	26327	1
2018.05.09	15:05:00	89361	89456	89335	89409	4855	20838	1
2018.05.09	15:10:00	89414	89504	89292	89340	7258	31001	1
2018.05.09	15:15:00	89335	89403	89319	89329	4156	17826	1
2018.05.09	15:20:00	89329	89345	89192	89298	8743	34626	1
2018.05.09	15:25:00	89298	89430	89292	89345	6296	25364	1
2018.05.09	15:30:00	89345	89483	89329	89456	5076	21618	1
2018.05.09	15:35:00	89456	89509	89398	89435	5256	20445	1
2018.05.09	15:40:00	89435	89493	89435	89467	2870	13499	1
2018.05.09	15:45:00	89467	89647	89462	89594	8735	36947	1
2018.05.09	15:50:00	89594	89615	89488	89488	5899	23456	1
2018.05.09	15:55:00	89488	89610	89488	89552	4080	15224	1
2018.05.09	16:00:00	89552	89567	89514	89546	3173	12791	1
2018.05.09	16:05:00	89552	89805	89546	89737	11640	50566	1
2018.05.09	16:10:00	89737	89742	89652	89668	3962	16061	1
2018.05.09	16:15:00	89663	89694	89610	89620	4256	18044	1
2018.05.09	16:20:00	89620	89647	89583	89599	3984	17928	1
2018.05.09	16:25:00	89599	89604	89425	89477	7423	31270	1
2018.05.09	16:30:00	89477	89647	89472	89599	7071	29373	1
2018.05.09	16:35:00	89594	89604	89493	89530	3539	14523	1
2018.05.09	16:40:00	89525	89610	89493	89541	4013	15711	1
2018.05.09	16:45:00	89536	89626	89525	89620	2831	11106	1
2018.05.09	16:50:00	89620	89842	89620	89821	8884	37653	1
2018.05.09	16:55:00	89826	89832	89641	89705	6578	27851	1
2018.05.09	17:00:00	89710	89779	89562	89562	5137	19703	1
2018.05.09	17:05:00	89567	89641	89562	89599	2892	12722	1
2018.05.09	17:10:00	89594	89673	89578	89599	2361	9906	1
2018.05.09	17:15:00	89604	89620	89536	89567	2335	10286	1
2018.05.09	17:20:00	89562	89715	89552	89694	2845	12717	1
2018.05.09	17:25:00	89694	89694	89604	89636	1518	5909	1
2018.05.09	17:30:00	89636	89678	89631	89673	867	3609	1
2018.05.09	17:35:00	89678	89705	89636	89684	1247	6211	1
2018.05.09	17:40:00	89684	89689	89620	89678	1196	5625	1
2018.05.09	17:45:00	89673	89731	89657	89710	1637	6986	1
2018.05.09	17:50:00	89715	89731	89631	89631	1346	7162	1
2018.05.10	09:00:00	89784	89837	89657	89663	6478	23423	1
2018.05.10	09:05:00	89663	89715	89552	89700	8867	27580	1
2018.05.10	09:10:00	89700	89885	89694	89832	8927	27924	1
2018.05.10	09:15:00	89832	89842	89700	89795	6822	20385	1
2018.05.10	09:20:00	89800	89832	89710	89763	5210	15489	1
2018.05.10	09:25:00	89763	89816	89726	89805	2739	7981	1
2018.05.10	09:30:00	89795	90086	89789	90038	16649	48362	1
2018.05.10	09:35:00	90038	90101	90001	90054	8154	22192	1
2018.05.10	09:40:00	90054	90080	89985	90059	5295	15125	1
2018.05.10	09:45:00	90059	90133	90038	90049	7576	22061	1
2018.05.10	09:50:00	90049	90165	90038	90112	6480	19098	1
2018.05.10	09:55:00	90112	90175	90070	90154	5574	16581	1
2018.05.10	10:00:00	90154	90165	90033	90144	8099	25050	1
2018.05.10	10:05:00	90144	90197	90096	90117	6935	21833	1
2018.05.10	10:10:00	90117	90308	90075	90302	12383	38659	1
2018.05.10	10:15:00	90302	90308	90181	90265	7284	23181	1
2018.05.10	10:20:00	90265	90292	90197	90202	5589	15772	1
2018.05.10	10:25:00	90197	90244	90123	90154	7197	21599	1
2018.05.10	10:30:00	90154	90276	90064	90160	17239	57760	1
2018.05.10	10:35:00	90154	90255	90054	90154	12070	41476	1
2018.05.10	10:40:00	90154	90487	90154	90366	17811	59408	1
2018.05.10	10:45:00	90366	90398	90239	90239	7366	24015	1
2018.05.10	10:50:00	90239	90456	90239	90435	10297	34645	1
2018.05.10	10:55:00	90435	90546	90318	90519	15674	51922	1
2018.05.10	11:00:00	90519	90625	90429	90466	13305	41851	1
2018.05.10	11:05:00	90456	90530	90408	90435	7270	23570	1
2018.05.10	11:10:00	90435	90498	90376	90398	6414	21926	1
2018.05.10	11:15:00	90398	90472	90324	90440	7842	26060	1
2018.05.10	11:20:00	90445	90503	90413	90429	6350	20747	1
2018.05.10	11:25:00	90429	90678	90429	90651	10751	36639	1
2018.05.10	11:30:00	90651	90847	90609	90810	13650	46909	1
2018.05.10	11:35:00	90810	90884	90784	90799	8755	31759	1
2018.05.10	11:40:00	90794	90873	90773	90789	6030	21878	1
2018.05.10	11:45:00	90789	90879	90757	90868	6157	21630	1
2018.05.10	11:50:00	90873	90895	90715	90720	8041	29918	1
2018.05.10	11:55:00	90725	90757	90641	90678	6250	22648	1
2018.05.10	12:00:00	90678	90715	90636	90646	5479	18542	1
2018.05.10	12:05:00	90641	90757	90625	90699	6773	22254	1
2018.05.10	12:10:00	90694	90921	90678	90921	9134	31680	1
2018.05.10	12:15:00	90921	90995	90884	90942	9776	39188	1
2018.05.10	12:20:00	90942	91148	90926	91085	9477	33812	1
2018.05.10	12:25:00	91085	91265	91080	91212	11145	41685	1
2018.05.10	12:30:00	91212	91265	91133	91185	7361	27591	1
2018.05.10	12:35:00	91185	91334	91180	91222	7155	26812	1
2018.05.10	12:40:00	91228	91254	91196	91228	4162	16349	1
2018.05.10	12:45:00	91228	91381	91222	91344	7360	29140	1
2018.05.10	12:50:00	91344	91349	91228	91233	5018	18540	1
2018.05.10	12:55:00	91238	91318	91222	91291	3424	12374	1
2018.05.10	13:00:00	91291	91318	91238	91249	2961	11037	1
2018.05.10	13:05:00	91244	91302	91238	91270	2673	9465	1
2018.05.10	13:10:00	91265	91318	91249	91254	3168	11808	1
2018.05.10	13:15:00	91254	91381	91244	91376	5341	20854	1
2018.05.10	13:20:00	91376	91471	91360	91360	7385	28222	1
2018.05.10	13:25:00	91360	91455	91344	91423	5345	19683	1
2018.05.10	13:30:00	91423	91429	91360	91397	3023	9629	1
2018.05.10	13:35:00	91402	91423	91344	91392	3181	11394	1
2018.05.10	13:40:00	91392	91460	91355	91392	4826	16215	1
2018.05.10	13:45:00	91392	91392	91275	91281	5073	18522	1
2018.05.10	13:50:00	91286	91302	91233	91281	4812	17646	1
2018.05.10	13:55:00	91281	91318	91233	91254	3920	13839	1
2018.05.10	14:00:00	91254	91344	91217	91318	5527	18535	1
2018.05.10	14:05:00	91318	91413	91307	91413	5376	19961	1
2018.05.10	14:10:00	91413	91455	91365	91418	5883	20363	1
2018.05.10	14:15:00	91418	91556	91402	91519	9034	33162	1
2018.05.10	14:20:00	91519	91672	91503	91635	9583	35936	1
2018.05.10	14:25:00	91635	91656	91545	91609	5716	21178	1
2018.05.10	14:30:00	91609	91619	91482	91497	5827	22492	1
2018.05.10	14:35:00	91497	91524	91413	91434	5462	19958	1
2018.05.10	14:40:00	91434	91439	91344	91402	6561	24960	1
2018.05.10	14:45:00	91397	91402	91265	91381	7696	28713	1
2018.05.10	14:50:00	91386	91492	91297	91339	8955	32259	1
2018.05.10	14:55:00	91339	91392	91196	91228	9775	37461	1
2018.05.10	15:00:00	91233	91260	91117	91212	10425	38227	1
2018.05.10	15:05:00	91212	91291	91133	91207	7531	25988	1
2018.05.10	15:10:00	91212	91270	91180	91238	4149	15391	1
2018.05.10	15:15:00	91233	91291	91201	91260	3417	12821	1
2018.05.10	15:20:00	91260	91413	91185	91238	9948	34341	1
2018.05.10	15:25:00	91233	91328	91159	91302	6086	22289	1
2018.05.10	15:30:00	91307	91323	91244	91260	3453	12368	1
2018.05.10	15:35:00	91260	91318	91201	91207	4798	17454	1
2018.05.10	15:40:00	91212	91244	91074	91217	9652	35758	1
2018.05.10	15:45:00	91212	91238	91148	91191	5005	18633	1
2018.05.10	15:50:00	91191	91217	91106	91175	4548	16263	1
2018.05.10	15:55:00	91175	91212	91143	91207	2734	10002	1
2018.05.10	16:00:00	91207	91275	91037	91037	8355	31469	1
2018.05.10	16:05:00	91037	91127	90990	91122	6769	27176	1
2018.05.10	16:10:00	91122	91175	91069	91148	4236	15152	1
2018.05.10	16:15:00	91143	91318	91143	91249	6763	27191	1
2018.05.10	16:20:00	91249	91297	91185	91191	3961	13832	1
2018.05.10	16:25:00	91185	91265	91159	91196	3765	13008	1
2018.05.10	16:30:00	91191	91191	91122	91159	3959	14305	1
2018.05.10	16:35:00	91159	91238	91127	91154	3947	13411	1
2018.05.10	16:40:00	91154	91217	91064	91117	6750	27270	1
2018.05.10	16:45:00	91111	91207	91090	91185	3665	13894	1
2018.05.10	16:50:00	91185	91318	91185	91212	7015	26412	1
2018.05.10	16:55:00	91212	91413	91180	91386	7009	26606	1
2018.05.10	17:00:00	91392	91397	91275	91302	3974	14460	1
2018.05.10	17:05:00	91307	91312	91228	91270	2823	10278	1
2018.05.10	17:10:00	91275	91323	91196	91238	3618	14200	1
2018.05.10	17:15:00	91238	91265	91164	91249	2236	8989	1
2018.05.10	17:20:00	91254	91275	91217	91233	1195	4190	1
2018.05.10	17:25:00	91233	91244	91207	91238	1089	4369	1
2018.05.10	17:30:00	91233	91238	91191	91217	1148	4294	1
2018.05.10	17:35:00	91217	91265	91207	91254	1124	3961	1
2018.05.10	17:40:00	91260	91270	91233	91254	859	3189	1
2018.05.10	17:45:00	91265	91307	91254	91265	1957	7963	1
2018.05.10	17:50:00	91270	91307	91254	91286	1298	6483	1
2018.05.11	09:00:00	91423	91529	91397	91450	5735	21496	1
2018.05.11	09:05:00	91445	91450	91217	91238	7104	21757	1
2018.05.11	09:10:00	91238	91244	91096	91228	7879	25259	1
2018.05.11	09:15:00	91222	91265	91185	91254	4564	14101	1
2018.05.11	09:20:00	91254	91265	91143	91180	6191	19356	1
2018.05.11	09:25:00	91185	91201	91122	91185	4234	13251	1
2018.05.11	09:30:00	91185	91233	91148	91207	4944	15728	1
2018.05.11	09:35:00	91207	91233	91175	91185	2088	6241	1
2018.05.11	09:40:00	91191	91249	91117	91185	6944	20686	1
2018.05.11	09:45:00	91180	91222	91154	91175	2479	9660	1
2018.05.11	09:50:00	91175	91397	91170	91397	10787	32643	1
2018.05.11	09:55:00	91397	91450	91318	91355	7351	22546	1
2018.05.11	10:00:00	91355	91360	91244	91323	7258	22445	1
2018.05.11	10:05:00	91318	91371	91244	91281	8656	27379	1
2018.05.11	10:10:00	91286	91323	91138	91148	11356	35323	1
2018.05.11	10:15:00	91138	91154	90990	91069	15902	48692	1
2018.05.11	10:20:00	91074	91106	91016	91059	5832	17931	1
2018.05.11	10:25:00	91059	91260	91022	91222	11014	35980	1
2018.05.11	10:30:00	91222	91497	91180	91450	20772	69778	1
2018.05.11	10:35:00	91445	91624	91402	91566	14767	51947	1
2018.05.11	10:40:00	91566	91609	91460	91471	9726	31688	1
2018.05.11	10:45:00	91471	91582	91429	91445	8691	29604	1
2018.05.11	10:50:00	91450	91556	91439	91503	6664	23664	1
2018.05.11	10:55:00	91497	91720	91492	91635	12310	40231	1
2018.05.11	11:00:00	91624	91704	91577	91683	7993	29079	1
2018.05.11	11:05:00	91683	91757	91656	91720	9342	33387	1
2018.05.11	11:10:00	91725	91772	91630	91746	8570	32209	1
2018.05.11	11:15:00	91746	91799	91693	91757	6680	25596	1
2018.05.11	11:20:00	91762	91841	91598	91624	11707	43010	1
2018.05.11	11:25:00	91624	91720	91603	91667	7500	28585	1
2018.05.11	11:30:00	91667	91698	91540	91614	9569	34081	1
2018.05.11	11:35:00	91619	91630	91249	91286	18446	71349	1
2018.05.11	11:40:00	91291	91334	91138	91244	15308	57366	1
2018.05.11	11:45:00	91244	91397	91238	91297	10107	39719	1
2018.05.11	11:50:00	91297	91413	91164	91392	11296	44316	1
2018.05.11	11:55:00	91397	91519	91328	91355	11074	41320	1
2018.05.11	12:00:00	91349	91429	91281	91402	6541	24432	1
2018.05.11	12:05:00	91408	91423	91138	91170	7799	28302	1
2018.05.11	12:10:00	91170	91196	91016	91090	10286	38852	1
2018.05.11	12:15:00	91096	91154	90900	90948	11711	45357	1
2018.05.11	12:20:00	90948	91043	90921	91022	7402	29389	1
2018.05.11	12:25:00	91022	91059	90863	90900	7163	27655	1
2018.05.11	12:30:00	90911	91037	90911	90963	5661	21786	1
2018.05.11	12:35:00	90969	91069	90937	90990	5685	22218	1
2018.05.11	12:40:00	90990	91069	90969	91016	3771	16122	1
2018.05.11	12:45:00	91011	91064	90963	91048	3553	13801	1
2018.05.11	12:50:00	91048	91196	91048	91122	7679	28259	1
2018.05.11	12:55:00	91127	91159	91096	91138	2523	10973	1
2018.05.11	13:00:00	91143	91159	91064	91101	3662	14889	1
2018.05.11	13:05:00	91101	91111	91027	91064	3830	14583	1
2018.05.11	13:10:00	91064	91069	90826	90847	7872	30103	1
2018.05.11	13:15:00	90852	90916	90694	90768	11232	40929	1
2018.05.11	13:20:00	90768	90773	90562	90593	10324	35271	1
2018.05.11	13:25:00	90593	90614	90477	90509	7903	29909	1
2018.05.11	13:30:00	90503	90577	90461	90556	5738	23034	1
2018.05.11	13:35:00	90551	90620	90482	90620	5988	26395	1
2018.05.11	13:40:00	90614	90688	90577	90599	4688	18430	1
2018.05.11	13:45:00	90599	90715	90524	90694	5269	20398	1
2018.05.11	13:50:00	90699	90720	90620	90641	2927	10900	1
2018.05.11	13:55:00	90636	90673	90583	90609	2929	10652	1
2018.05.11	14:00:00	90609	90651	90535	90625	4942	17087	1
2018.05.11	14:05:00	90630	90699	90614	90636	3131	11273	1
2018.05.11	14:10:00	90636	90710	90609	90688	2785	10322	1
2018.05.11	14:15:00	90694	90784	90673	90683	5956	23362	1
2018.05.11	14:20:00	90683	90821	90657	90784	4925	18104	1
2018.05.11	14:25:00	90784	90842	90757	90768	4099	14506	1
2018.05.11	14:30:00	90773	90900	90747	90879	5428	18574	1
2018.05.11	14:35:00	90873	90937	90836	90911	4450	14528	1
2018.05.11	14:40:00	90911	91074	90905	91059	7130	23752	1
2018.05.11	14:45:00	91053	91117	91048	91069	6271	23240	1
2018.05.11	14:50:00	91069	91074	90985	90995	5619	21643	1
2018.05.11	14:55:00	90995	91037	90963	90974	4098	14747	1
2018.05.11	15:00:00	90979	91037	90963	91011	3436	13160	1
2018.05.11	15:05:00	91011	91069	90995	91006	3738	13255	1
2018.05.11	15:10:00	91000	91043	90863	90905	8228	29378	1
2018.05.11	15:15:00	90911	91090	90905	91048	7161	26187	1
2018.05.11	15:20:00	91053	91164	91027	91122	7463	27789	1
2018.05.11	15:25:00	91127	91143	90974	91000	5533	21461	1
2018.05.11	15:30:00	91006	91027	90953	91000	3869	14589	1
2018.05.11	15:35:00	90995	91016	90905	90948	3898	14893	1
2018.05.11	15:40:00	90953	91006	90799	90805	7692	30888	1
2018.05.11	15:45:00	90805	90942	90799	90916	5178	18437	1
2018.05.11	15:50:00	90905	90916	90805	90836	3558	12476	1
2018.05.11	15:55:00	90842	90884	90741	90858	7181	26943	1
